,Taylor Swift,Justin Bieber,Selena Gomez,Rihanna,Billie Eilish,Alicia Keys,Ed Sheeran
20210702,20936,14829,12319,13000,15765,4277,24558
20210703,19307,14639,14553,11714,16035,4630,19286
20210704,18753,15414,19939,11411,13702,6938,23796
20210705,18815,14236,14348,11138,13540,4849,16279
20210706,17454,15012,15103,10655,13835,4030,17165
20210707,18875,14017,13888,10353,13751,3875,14964
20210708,18468,14259,13134,10366,12876,5162,18732
20210709,18545,16634,12350,10441,19422,4767,26380
20210710,18547,15308,12183,10955,18375,4225,19453
20210711,17298,15599,12078,12996,15289,3963,15320
20210712,16299,15334,12092,12333,20284,3734,13174
20210713,15915,15537,11700,12909,22367,3658,12906
20210714,17602,16001,11965,11417,18101,3357,12920
20210715,17482,18396,12365,10425,14250,4860,12535
20210716,17818,16700,12243,10304,15635,5207,12367
20210717,19350,19352,12401,12050,16795,4650,12325
20210718,18085,16289,12698,12344,16769,4189,12832
20210719,17201,16420,12116,10132,14679,3704,11457
20210720,16711,16420,11499,10112,13589,4886,11605
20210721,18609,15074,13584,9518,13466,3980,11523
20210722,18098,16621,26812,10271,15257,3880,10585
20210723,18168,17190,21478,11478,15899,3778,11338
20210724,18429,16787,14345,11903,14260,3754,11362
20210725,17885,16055,13733,12098,14592,3606,10921
20210726,16148,14844,12563,10161,14479,3194,10323
20210727,15661,14878,13320,9831,13897,3474,10487
20210728,15105,15049,12828,10226,14026,3634,9756
20210729,14850,14177,12785,11898,18963,4301,9733
20210730,15190,13847,12109,10396,57103,5278,10500
20210731,15577,14057,11741,9850,60981,6679,10059
20210801,15715,14205,11315,10260,47356,9032,9457
20210802,14712,13060,10899,8898,38231,5258,8824
20210803,14278,12978,11322,9600,31373,4583,8748
20210804,15080,13212,14358,46320,28032,4185,10119
20210805,21457,13536,12738,55200,26920,4271,9034
20210806,21443,13261,11713,27755,26693,4399,15819
20210807,19541,13755,12309,22852,22831,4640,16456
20210808,17670,13610,12559,20544,21722,5068,12153
20210809,17332,13699,12658,18080,22909,4530,11117
20210810,16614,13958,12197,16700,28485,4018,10318
20210811,16311,15111,11832,19015,22127,3933,10832
20210812,16127,15806,11736,16753,20308,4794,10406
20210813,16560,16181,11766,17842,18109,4901,11320
20210814,15989,15595,14507,16850,17300,4820,11064
20210815,15853,15219,13417,15294,17248,4757,11248
20210816,15021,17625,12197,13316,16893,3954,10247
20210817,14469,16419,12463,13321,17563,3525,9810
20210818,14396,15839,11139,13517,16134,3687,10291
20210819,15262,15753,13049,12452,16250,3745,35998
20210820,15186,15076,14356,15222,14893,3959,27879
20210821,15135,14604,13271,14177,19602,4285,17945
20210822,15240,14406,12756,13933,15264,4475,15796
20210823,18040,15211,13089,12369,16605,3980,14027
20210824,25924,16458,12405,11787,19987,3786,12664
20210825,16369,14675,12281,11598,18862,3629,11320
20210826,16101,14252,11834,11385,16300,3670,11389
20210827,16310,14188,14352,12458,15676,3760,12945
20210828,16197,14589,14089,12268,18932,3767,12136
20210829,17192,15434,14117,12548,17006,4130,11983
20210830,16779,15038,14129,11865,16965,3890,11686
20210831,16441,14164,25455,11188,15400,3499,10960
20210901,15226,15295,38038,11275,15644,3683,9989
20210902,14559,15093,30908,10687,17172,3716,11376
20210903,15328,15848,28284,12141,19077,3778,12509
20210904,15297,16813,30470,14550,24484,4073,12057
20210905,16381,16413,30409,12504,22243,3898,11846
20210906,15797,16674,26530,17326,21094,3755,10900
20210907,14778,14671,25897,16550,21655,3484,10453
20210908,14334,14922,39023,15660,16918,3722,10691
20210909,14137,15026,31883,12979,18844,3823,21218
20210910,13952,13797,24296,13059,18991,4562,25389
20210911,14200,14203,30921,12662,17748,4307,14593
20210912,14578,17366,28016,14192,15530,4556,14062
20210913,17164,28104,23025,14732,23509,10741,22751
20210914,17817,25589,22800,32679,45018,6023,13887
20210915,15307,23826,25346,22476,30068,5145,14314
20210916,15385,22257,25098,17372,24320,4555,13705
20210917,23571,21707,23808,14434,23795,4391,19885
20210918,23394,21414,24089,15250,23530,4375,15789
20210919,21094,20264,23637,16490,22879,4367,14010
20210920,18794,16691,20422,12841,20470,3881,11990
20210921,19374,16575,22754,13552,27831,3746,11829
20210922,17960,16431,25040,13747,21534,3785,11899
20210923,17056,16940,23070,15541,23619,3722,11475
20210924,17297,17296,22193,16009,29818,5912,21564
20210925,15977,16997,23436,16382,28568,4750,66582
20210926,16509,16300,23135,16157,36158,4489,23250
20210927,16983,15202,21536,14581,26234,4686,15857
20210928,20240,14621,24378,13637,31024,4006,15478
20210929,16734,14307,22887,11683,30168,3703,15164
20210930,17864,17181,21005,11780,23476,3643,13408
20211001,17102,18442,19226,11015,20727,3882,13652
20211002,17447,17938,20000,11759,23862,4681,14550
20211003,17947,16552,20359,12536,26801,5255,12827
20211004,17015,15456,18856,11749,37848,5141,11048
20211005,16591,16131,20090,10613,33736,4513,11925
20211006,16287,15741,21112,10054,23557,5079,13006
20211007,15673,15970,20356,9791,21821,5033,10906
20211008,15432,24825,24765,9865,23772,4706,14477
20211009,16696,26740,27487,10190,23336,4733,14009
20211010,16433,25109,23680,10561,25324,5154,11842
20211011,15536,21827,20455,9835,21103,4361,10690
20211012,16118,19198,23308,9423,22169,4235,11673
20211013,15937,18467,23532,9643,20524,4166,10491
20211014,16262,17932,21698,9973,33800,5019,10886
20211015,17942,17267,21088,10313,26330,5497,14077
20211016,16354,15899,21112,10669,26518,6584,12977
20211017,16431,16653,21102,10656,23961,5371,16077
20211018,16086,14793,17891,9950,19900,4211,11336
20211019,15235,15216,23400,9674,21956,3866,10534
20211020,14772,15082,26677,8997,19480,3637,12490
20211021,15347,15620,22827,9830,19630,3776,12747
20211022,15682,25817,21065,10025,17173,3641,12778
20211023,16417,23438,21782,12376,17854,4295,19011
20211024,16515,18942,22622,13313,18625,4218,21058
20211025,15628,16534,19839,11659,15921,3874,22894
20211026,15770,15221,19696,9754,17715,4279,53202
20211027,52330,14499,19361,9539,18957,4308,35484
20211028,17907,14285,20088,9158,16852,4873,25301
20211029,16858,15485,20066,10687,16467,5082,47482
20211030,16862,14412,21072,10650,16862,4782,37861
20211031,17531,15224,20763,9558,19391,4236,27016
20211101,17308,14979,17047,10403,16735,3716,26485
20211102,16506,18490,16954,9199,16188,14452,48838
20211103,15899,16216,15417,10773,15124,16912,28382
20211104,15058,13413,15130,12055,13903,12243,25811
20211105,18873,13059,16466,10766,16189,9559,23362
20211106,18260,13863,18054,10804,15299,8122,29926
20211107,17788,14274,17407,10549,16834,8948,49401
20211108,17102,13936,15006,11177,17755,5709,32341
20211109,19060,13091,14896,10668,17308,5381,25939
20211110,20875,13996,14837,9908,18489,5151,21141
20211111,28131,15388,15606,9935,16982,5155,19224
20211112,142960,14550,16376,9954,23262,5166,20386
20211113,169314,13663,16922,10683,22832,5003,24642
20211114,191262,14057,18594,11273,28691,4953,24992
20211115,150570,15501,17342,10235,23466,4531,21840
20211116,112404,14760,17545,9457,22313,4204,18542
20211117,80694,13371,17479,9363,17324,4495,16135
20211118,71671,14733,17369,9322,16197,4439,16548
20211119,56140,15058,16259,9675,17547,4182,18648
20211120,46970,14924,17233,9856,20827,4507,17976
20211121,47556,16710,19334,10480,19543,4641,18175
20211122,46298,18911,17167,9753,16599,3633,15068
20211123,44588,19300,18696,10178,18762,4364,13559
20211124,38945,17697,18529,10443,21963,4260,12625
20211125,32179,15443,15297,9344,17089,4060,13857
20211126,30264,13632,14443,9293,17128,4462,17670
20211127,36118,14488,14512,11057,15448,5080,17956
20211128,31008,14782,15218,12014,15572,5073,13684
20211129,27468,15125,14633,13370,14687,4906,11610
20211130,25618,14827,14415,98356,18320,4739,10819
20211201,25130,14998,14857,95499,23088,4661,10345
20211202,27319,16431,15034,37930,21509,4743,10874
20211203,24450,16990,13962,28107,24207,4148,14981
20211204,24013,16729,14226,25617,23361,4422,15666
20211205,25228,16802,14683,21295,22465,4440,14707
20211206,23063,20685,13560,17943,19794,4374,11875
20211207,21378,16013,13175,17566,18065,5848,12198
20211208,20791,14345,13699,14626,18229,5287,13045
20211209,19959,14435,13126,13072,14548,8939,20434
20211210,24056,14371,13162,12222,17808,15187,14587
20211211,21805,15222,13998,12287,19339,13098,13209
20211212,22844,16035,14738,12154,138763,12255,11886
20211213,36703,16050,14191,11021,77191,9534,10700
20211214,28340,15379,13947,10433,51502,27765,11687
20211215,19722,14189,12824,10208,76888,29837,20807
20211216,18309,12958,12122,10103,46014,11676,13063
20211217,17345,12263,11604,10731,29602,9870,12292
20211218,18232,12527,11583,10635,39272,8446,20667
20211219,17725,12585,12285,9640,32099,7164,24311
20211220,16784,12306,11202,9094,26333,7037,12729
20211221,15543,11920,11672,9103,18751,6831,11672
20211222,15831,12519,11799,8973,17711,7083,12256
20211223,15751,13647,14110,9486,17853,7003,11431
20211224,16971,13651,11624,9309,17345,6682,14752
20211225,16279,14147,11401,9991,17945,5159,20517
20211226,16728,13660,12884,11087,17807,5206,16052
20211227,18022,13903,14319,10797,21512,5448,12860
20211228,17785,13350,14079,10381,20919,6168,12330
20211229,18455,16297,15076,10678,21591,5055,12369
20211230,18549,16378,15540,11677,20583,5074,11429
20211231,17617,14239,13573,11536,21911,6075,18836
20220101,19867,14533,13924,12575,22419,6019,42511
20220102,19046,14420,15573,11724,19220,5454,17564
20220103,17445,13333,14047,10288,16678,4510,11924
20220104,17208,13117,13382,9711,14308,4377,11404
20220105,16694,12996,12926,10080,14337,4633,9859
20220106,16581,12441,13386,9653,15577,4452,9607
20220107,16905,13328,14285,10654,13064,4452,9985
20220108,17654,13346,14749,12361,14897,5092,10953
20220109,27025,14033,16403,11713,14319,4956,10885
20220110,17598,12600,16991,10436,17894,4078,9371
20220111,16643,12584,14723,10704,14714,4241,9008
20220112,16200,12293,15428,10171,12693,3916,9489
20220113,16901,12273,13289,9939,14191,3871,9512
20220114,16686,12314,16469,10237,12542,3890,10428
20220115,16878,12385,22188,10558,13415,8833,10656
20220116,17076,12973,19619,10601,13202,6649,9891
20220117,17446,12328,18027,11170,13773,5375,9236
20220118,16462,12645,15668,11460,13638,4613,8549
20220119,15640,12303,15520,10376,12407,4494,8369
20220120,15391,12743,15327,10578,12462,4313,8087
20220121,16176,12916,15043,10267,12670,4462,8774
20220122,16073,13649,16695,10746,15780,4785,9431
20220123,16426,14545,18045,10552,13690,4953,9088
20220124,19918,13257,14093,9558,15129,4612,9130
20220125,32935,12608,13373,9754,14900,10677,8333
20220126,21149,12668,13227,10573,14347,8738,8573
20220127,18547,13408,13302,11194,16272,6052,8868
20220128,19596,13096,13485,13137,15258,6403,9491
20220129,19215,13419,15077,14363,16017,6812,9817
20220130,19338,12909,14004,13455,14639,5681,9696
20220131,16711,12573,12859,285502,12524,5276,8417
20220201,16121,11970,12791,210938,12888,4849,7862
20220202,16438,13223,13083,75768,12463,4502,8239
20220203,17386,12949,14004,73056,14820,4887,7904
20220204,17184,15635,14623,42554,14377,4740,8325
20220205,17182,17301,14195,34676,16205,5397,9719
20220206,17660,14496,14359,34262,14657,5135,9019
20220207,17108,12714,13435,26611,16365,4419,8268
20220208,17187,14049,13560,23706,20687,4275,17684
20220209,16957,12541,12204,21734,18095,4470,14141
20220210,16444,12128,11973,22559,19910,4736,10870
20220211,17273,12794,11606,20423,25505,6694,13691
20220212,17953,14591,12251,28737,23232,5697,13290
20220213,17821,18045,12655,33761,24256,5656,11411
20220214,15844,15925,11504,26518,15804,5331,9486
20220215,15192,13561,11401,24746,16008,5084,9585
20220216,14666,12894,11176,21811,14912,4956,10012
20220217,18599,11933,10525,20977,16193,4853,13285
20220218,25664,12889,10965,20840,15437,5042,11031
20220219,20111,14390,11391,23122,16173,8294,10351
20220220,18427,15407,11554,32193,19928,5998,11336
20220221,17611,21354,10892,25859,18608,5101,16484
20220222,15608,16915,10713,19430,17527,4959,11117
20220223,15010,13449,10522,17645,15154,9024,9526
20220224,13298,11075,10097,14509,14802,5411,8698
20220225,13257,10948,11208,15124,11739,4837,8721
20220226,13599,11234,12957,18249,12512,4628,8352
20220227,14524,11990,12315,16665,16469,4725,8178
20220228,13973,12575,14789,13820,11620,4495,10044
20220301,13722,24512,12419,16734,11929,4263,9156
20220302,13446,21742,11220,24958,10188,4209,8202
20220303,35977,15514,9961,22078,12410,4458,8168
20220304,13161,13616,10064,21579,11883,4465,9512
20220305,13004,13495,10306,21446,22905,4247,10318
20220306,50925,13886,12433,22522,15503,4260,9330
20220307,17074,12544,10952,17349,11287,4254,9441
20220308,13483,13104,10024,15008,12803,6016,9935
20220309,12558,12551,9905,15252,13017,10167,9629
20220310,12924,12010,9868,15174,12589,6778,8767
20220311,13670,11280,9973,16351,14733,5324,8585
20220312,13428,16356,11006,16168,18709,5251,10351
20220313,14279,25037,12590,18668,18213,4911,8741
20220314,14243,19106,13198,22985,14388,4409,8620
20220315,13084,14975,11087,23389,13806,4002,10818
20220316,13114,13176,10273,18543,14014,4172,10318
20220317,13958,13307,10293,16793,14950,4485,10758
20220318,13848,13688,10366,16383,15600,4139,9597
20220319,35555,14056,11210,17252,15325,4339,9416
20220320,15051,15492,11133,17071,16319,4376,14236
20220321,16613,13770,10111,15894,13317,4030,9326
20220322,14865,13231,10393,15266,13796,3835,9024
20220323,14207,16247,10888,14818,15173,3795,9192
20220324,14172,15675,10209,14721,14689,4201,9188
20220325,13667,14296,10018,13678,14836,3493,9900
20220326,16283,14660,10201,14030,15245,4012,9737
20220327,15267,14407,12697,16945,27041,4157,10061
20220328,18175,14291,12228,20230,212157,3637,8857
20220329,20275,14633,9946,17028,50695,4061,18172
20220330,18056,14983,10107,15364,32211,4389,13636
20220331,14898,14497,11174,19578,23431,3831,8735
20220401,13845,13535,10897,15043,20444,7575,8445
20220402,14487,14418,10933,14925,26590,5675,8980
20220403,16189,16914,12493,14507,29623,5135,9436
20220404,22198,53151,14754,14173,101967,5767,9113
20220405,16531,21663,14842,13736,29139,4345,9070
20220406,15474,16760,14575,16534,20270,4052,20612
20220407,16227,14802,13103,16542,18964,5413,13441
20220408,15693,15702,11680,14901,17101,4464,13363
20220409,16450,16800,12406,14932,18030,4324,10636
20220410,16225,16365,11881,14486,19763,4462,10435
20220411,15013,18463,12361,13853,16657,3888,9532
20220412,14284,15368,12546,29425,17341,3772,9068
20220413,13937,15056,11846,29411,13341,3990,8320
20220414,14847,15667,11596,27111,12790,4314,8427
20220415,14591,14730,11478,55609,16292,3618,9081
20220416,17025,15535,11674,29813,14523,3974,9324
20220417,16068,16289,12419,23211,33443,3770,10148
20220418,15097,15689,12901,20129,28171,4023,8867
20220419,18345,15507,11889,17662,19271,3478,8644
20220420,17879,15086,11998,27827,14187,3605,8614
20220421,15772,14444,11225,30351,12546,3875,9231
20220422,14090,14574,10156,20514,14051,3513,10440
20220423,14345,14090,10428,18708,16247,3741,12398
20220424,14702,14617,11663,20845,37996,4227,20721
20220425,14244,14008,10991,18404,19296,3609,15199
20220426,14047,13440,10408,15327,18069,3458,10708
20220427,14062,18392,10284,13985,16428,3487,9477
20220428,15531,21761,10866,14181,14639,3519,10303
20220429,14050,19948,10932,16588,15264,3179,9867
20220430,14646,17012,10238,14344,12988,3728,10091
20220501,15111,15616,10831,13350,13404,5785,9132
20220502,16569,14666,10405,13028,13211,4651,8735
20220503,16914,16225,10572,14213,22281,7930,9160
20220504,15720,17956,10590,13154,19219,5861,9469
20220505,16410,15113,9793,16258,14978,4016,8349
20220506,22213,13364,10036,20907,13988,3635,10185
20220507,17389,13813,10376,16294,12309,4222,10262
20220508,15741,14724,11335,15925,12965,3770,8887
20220509,14807,13638,9938,13725,15065,4174,7885
20220510,18030,12473,10136,14467,11521,5345,8627
20220511,14330,12622,10001,12880,12206,3764,7184
20220512,13901,13300,12044,11541,10681,3807,7727
20220513,15243,12818,12742,11472,10193,3641,8696
20220514,14509,12048,12055,11621,10968,3595,8863
20220515,17048,13617,83494,13283,12207,3707,9198
20220516,17926,13402,39110,12631,19324,3470,12256
20220517,15090,12155,20801,12148,12231,3290,7659
20220518,70273,11099,17250,11471,11792,3392,7898
20220519,106259,10739,14724,39172,10124,4795,15110
20220520,46054,10273,12210,50136,16159,3697,27324
20220521,36213,10436,13159,24502,28452,4390,14841
20220522,31404,10877,13206,19458,28688,5089,12427
20220523,26231,10554,11716,16394,25886,5433,9662
20220524,24219,11238,10273,14260,25026,3830,7985
20220525,22886,13052,10539,13204,20755,3310,8092
20220526,21679,14093,10183,13783,25719,3510,10429
20220527,21693,12847,9676,13298,21791,3880,12196
20220528,19539,11068,9898,14222,18836,3683,14915
20220529,18685,10887,9660,13289,17598,3885,12167
20220530,17624,11420,9550,12500,17557,3713,9587
20220531,16643,12373,9291,12845,15075,3576,8670
20220601,15615,10755,8985,11338,16363,3444,8218
20220602,18763,10477,9259,10418,16167,3555,8554
20220603,15529,11646,9712,11206,13970,3666,10226
20220604,15172,40037,9999,15847,14706,84919,14084
20220605,15330,15466,10394,12041,15538,52566,31174
20220606,14774,12519,9378,10422,14107,10185,12000
20220607,15620,13940,8815,9864,12751,5698,9693
20220608,13494,13816,8834,9980,14852,5318,8577
20220609,13537,12357,8822,9895,13239,5247,9834
20220610,13152,31795,9970,9581,12816,6761,10555
20220611,13670,115808,15840,9889,16723,6010,10957
20220612,16130,57751,13202,10539,25624,5249,11528
20220613,14504,39837,11253,9564,16329,4711,9340
20220614,13164,35592,10713,9668,14229,4509,8122
20220615,13498,31074,10868,9155,14664,3673,8669
20220616,13089,29985,11993,10512,12882,3617,9428
20220617,12985,24745,18871,10389,11959,3485,10777
20220618,13439,22203,13754,10576,13983,3764,10880
20220619,13891,20397,12861,10338,15393,3766,9879
20220620,13325,18347,11892,9890,15314,3527,8868
20220621,13435,16465,12330,10462,13490,3581,8133
20220622,13304,15850,11867,10007,17068,3520,8400
20220623,15608,15356,11124,9835,24057,3318,7784
20220624,17137,14186,10861,9728,167210,3978,9597
20220625,15024,14054,12032,10045,77952,4657,11528
20220626,14770,14698,13409,11064,41525,3834,12544
20220627,13607,13597,12377,11071,25931,3430,8602
20220628,13211,12872,24068,9359,21154,3326,7257
20220629,12606,12756,36024,10040,17971,3561,9646
20220630,14278,12252,29382,9747,16203,3709,11638
20220701,21499,11994,24570,9788,14833,4036,10988
20220702,16349,12812,23262,13011,15589,4289,10510
20220703,15042,12729,24196,12370,14353,5033,8405
20220704,14358,12200,22673,13421,12970,4956,7864
20220705,18332,11644,21681,19428,12405,3731,7179
20220706,15402,11477,22949,19402,10966,3525,7053
20220707,14987,11471,20518,16231,14109,3505,6850
20220708,13752,11147,19411,12544,13055,3712,9077
20220709,13387,13184,20342,12131,12488,4151,9081
20220710,13751,11473,20593,11896,11562,4137,8910
20220711,13322,10287,18809,10397,10692,4070,7633
20220712,12903,10955,21967,9808,11667,3798,9058
20220713,13604,10613,22111,9680,9790,3854,11646
20220714,12858,10702,19207,10029,12381,3910,10326
20220715,13626,11336,18081,10479,13201,3861,10545
20220716,14866,11192,18943,11200,13576,4348,9585
20220717,14414,11344,20958,12435,12256,4031,14123
20220718,14134,11839,19447,11155,12766,3804,9008
20220719,13505,11191,19958,9988,15616,3590,7747
20220720,12616,11749,20859,9488,10637,3381,8505
20220721,13470,11247,20637,10275,16457,3966,7875
20220722,15770,12365,36621,10367,22669,3864,9905
20220723,17432,12823,31225,10707,16637,4218,9864
20220724,16809,12386,24167,11166,15399,4271,9254
20220725,14953,11106,20075,10401,14425,3800,8561
20220726,14843,12092,23708,10942,14713,3660,8077
20220727,14386,11628,22049,11340,13706,3682,7958
20220728,14835,11896,19820,10631,15429,3580,8786
20220729,15533,12126,18386,11327,13535,3827,8819
20220730,17150,12317,17104,11608,14701,4580,9276
20220731,18811,12685,17813,11727,16633,5596,9269
20220801,19323,12802,16650,12065,17528,6307,8814
20220802,17358,13240,19326,10267,14992,4672,7934
20220803,17368,13297,23023,10975,13776,4456,8431
20220804,15952,12470,22270,10981,13881,4400,8867
20220805,15956,12259,19772,11026,12867,4415,9338
20220806,15808,11908,20133,11589,14555,4852,9612
20220807,17242,13152,27890,12189,13815,5166,10121
20220808,16358,12741,19626,11871,11874,4202,8926
20220809,16089,11859,18432,10667,12561,3855,8908
20220810,16448,11914,18193,10150,11020,4196,8771
20220811,16123,11561,17483,10231,14666,4208,8899
20220812,16132,11740,16443,10996,13874,6235,9762
20220813,17673,13513,16821,11875,15735,5457,9770
20220814,20056,13134,18571,13537,17980,5419,8795
20220815,19663,11872,17517,12892,16138,7049,8402
20220816,17888,11407,19952,16426,17152,5339,7737
20220817,16327,12111,21448,12828,16405,5123,7734
20220818,16861,11078,20031,13414,24635,4485,7880
20220819,16369,11623,19311,12163,30739,5131,8461
20220820,16401,12266,21817,12637,22484,5632,9560
20220821,16317,12630,23519,12038,22887,4669,9976
20220822,17507,14756,21159,11863,19962,3881,7888
20220823,17876,13430,23228,11268,19350,3768,8145
20220824,18435,12368,23987,11211,19729,4429,8335
20220825,17675,11859,22705,10500,16051,4561,8982
20220826,16990,11022,21795,11293,15242,4438,9305
20220827,16880,11308,21360,12081,13794,4366,9449
20220828,23346,11745,22207,12292,15089,4263,12513
20220829,94052,12345,19674,12560,14431,4326,9753
20220830,38527,10942,16749,10603,13406,4590,7768
20220831,25818,10660,15593,9669,12507,4165,7718
20220901,23928,10428,15434,9601,11298,4568,7700
20220902,22433,10706,15166,10170,11774,4614,8478
20220903,22830,11462,16798,10552,12815,4566,9470
20220904,23999,11529,18794,11311,24652,5243,9261
20220905,22122,13960,17758,10330,13452,4446,7898
20220906,20632,16042,16153,9494,12396,4864,8523
20220907,19742,20673,15835,9118,11957,4160,7922
20220908,17388,12605,15987,9189,12588,4523,7540
20220909,17331,11613,14700,9783,14101,4191,7736
20220910,20196,12326,17032,11934,16030,4560,9114
20220911,19273,13262,17959,13803,15016,4665,9146
20220912,18646,11824,16211,11774,14911,3697,8517
20220913,18837,11360,21107,11971,16191,3642,8391
20220914,18702,13460,18483,11042,15585,4395,8006
20220915,18180,13046,17589,10947,14543,4254,8172
20220916,20919,13202,17486,11181,21101,4146,9151
20220917,21896,11653,17336,11981,15938,4738,9806
20220918,21947,12461,16522,12524,17301,5475,10100
20220919,19804,11493,16036,11230,14494,4231,7869
20220920,20069,11514,15026,10887,15324,3746,7653
20220921,24291,10899,17927,11019,14373,3734,8017
20220922,20939,11459,15773,10991,15248,4083,8176
20220923,23714,11351,15061,10710,16754,3706,8479
20220924,23626,11827,15218,12800,18754,4514,9072
20220925,23248,13533,16035,47272,16200,4636,9763
20220926,21687,12190,14202,59207,14030,3774,8358
20220927,21267,15107,18084,24358,14508,3608,7532
20220928,20515,19816,21988,17320,16971,3618,6620
20220929,19681,18137,19816,13950,15521,3377,9230
20220930,20595,15986,20120,13023,15546,3544,9644
20221001,20432,15443,19220,13070,14729,3898,9520
20221002,21052,13950,17630,13061,13052,3646,8895
20221003,24615,13007,15518,12891,12126,3569,10529
20221004,19081,13041,14614,12446,12139,3311,10499
20221005,19575,12155,14155,12027,13226,3400,8777
20221006,21433,12047,13307,11443,12389,3445,8036
20221007,32214,13955,13421,12058,15210,3271,8989
20221008,24535,12944,13495,12275,12478,3628,9898
20221009,22867,14062,14129,11988,12011,3638,9419
20221010,20332,13458,18294,11440,15536,3576,7632
20221011,36282,13208,17522,13561,11748,3338,9388
20221012,22397,10721,15287,11077,12965,3264,9744
20221013,20470,12649,14520,11100,11456,3406,9721
20221014,20265,12551,13269,12226,12167,3392,18665
20221015,19353,11969,14014,12217,16124,3504,12615
20221016,21191,13918,18458,12218,23846,3578,10491
20221017,23870,19187,23734,11891,18514,3073,8609
20221018,27345,14199,16244,11518,14408,3323,9280
20221019,26826,12606,15401,10304,24310,3201,9048
20221020,41329,13458,15483,10638,33078,3492,9143
20221021,175815,13496,15534,11860,24979,3798,11939
20221022,114508,13316,15141,12184,19813,3990,11018
20221023,85098,12216,14713,11591,16799,3694,13343
20221024,75432,11275,14338,11018,14782,3781,9042
20221025,97319,11973,14152,11484,16549,3559,9814
20221026,71710,11285,14645,21571,14794,3303,9147
20221027,62833,11419,15000,29014,14273,3328,8696
20221028,82638,11254,14236,51267,16962,3879,8809
20221029,65826,11931,16050,35367,15051,4135,28799
20221030,54721,11471,15836,28914,14545,4088,12265
20221031,59898,10456,13662,21252,22316,4097,8752
20221101,103045,10921,13631,17948,30987,3912,8247
20221102,77410,10588,16673,16931,27528,11494,8787
20221103,58340,11590,26570,19289,21522,6299,8866
20221104,57333,14058,62229,19022,18057,5636,10217
20221105,59631,16256,71571,17429,19151,6163,10389
20221106,55878,16575,61658,15745,25307,5000,9222
20221107,45651,13831,57010,17128,26014,4318,8532
20221108,47427,13327,38191,20146,24053,4045,8812
20221109,41261,13363,27374,17690,18144,3724,8526
20221110,41312,11974,24000,16781,17404,4124,8547
20221111,41481,12652,21965,18356,15831,4192,8588
20221112,43934,13011,46762,18755,15756,4445,9251
20221113,44971,11944,23528,18173,16294,4313,10436
20221114,54729,10572,18540,15092,19546,4051,9193
20221115,56783,10242,16060,13466,14941,3471,7787
20221116,69487,11323,17592,14013,15772,4129,10079
20221117,68793,10704,16147,13728,14128,4030,8255
20221118,92133,10762,15308,15323,13966,3986,8555
20221119,76751,11899,16014,15071,16809,4795,9984
20221120,57851,11662,16031,17926,16726,4422,9344
20221121,76349,11407,14348,15932,15209,3543,7861
20221122,48908,13156,13895,13265,13903,3501,6815
20221123,42268,12340,13695,12466,15097,3595,7614
20221124,43191,11092,13835,13318,16188,3716,9641
20221125,39622,11187,14325,13461,13662,4457,7947
20221126,42356,11756,16630,13962,18370,4523,8650
20221127,44979,12077,18146,14625,13885,4479,10404
20221128,32245,10904,15394,13664,20726,4261,7433
20221129,29490,11608,14188,13735,45819,4443,7087
20221130,30452,12003,14065,13294,29214,4428,7182
20221201,30001,11088,12893,12477,23090,24705,7282
20221202,27292,9403,11079,10273,17196,4684,6814
20221203,27681,8780,11550,11415,14303,4032,6890
20221204,27744,9161,13187,11280,26844,4103,7010
20221205,28114,8715,10932,10147,17863,4021,7017
20221206,28825,8318,20380,9897,25193,18167,6139
20221207,28057,7998,14457,9656,14705,4637,6416
20221208,27425,8555,11823,9742,14593,3944,6439
20221209,31111,9823,11223,9988,12152,14668,7558
20221210,31841,10275,13014,10271,18312,11158,6918
20221211,31645,10709,20627,10783,14509,7110,8292
20221212,34396,10071,17552,10261,15065,6417,6585
20221213,67228,9338,16027,9742,18197,4712,6007
20221214,37881,8986,12276,9417,19322,4256,7357
20221215,24943,8725,12256,9258,19627,6108,6798
20221216,23207,8530,11799,9042,25044,4826,6561
20221217,23797,9850,13099,20745,74151,5123,7511
20221218,23152,9526,12770,24880,29470,3982,7276
20221219,24510,9754,12897,15626,25604,3531,6494
20221220,23782,10649,12844,12521,19428,3758,6601
20221221,23480,11835,16713,10889,17468,3913,7176
20221222,23036,14176,13007,10451,20420,4951,6653
20221223,23406,11257,12550,9977,16082,6151,7228
20221224,24056,11014,11606,10163,14349,4716,8478
20221225,22519,12666,11479,10788,12965,6234,8543
20221226,23716,10270,12771,10542,15298,6053,10176
20221227,28428,10876,13862,10724,14560,7622,7966
20221228,25637,10798,13724,10411,15755,5398,7424
20221229,24985,11078,14918,10027,13642,4631,7631
20221230,25746,11509,15594,11260,15521,4897,7768
20221231,33337,11245,13513,11305,17651,5205,10589
20230101,31214,12465,13712,13180,28559,5688,10082
20230102,27258,11557,19197,11381,14380,5172,8938
20230103,26125,10199,18626,10280,11233,3947,7093
20230104,22461,10048,17139,10204,12884,3987,9364
20230105,24332,10356,14819,10124,16295,3767,11485
20230106,24202,10352,14768,10326,17562,3971,9132
20230107,26011,11815,16383,11318,17748,4258,9422
20230108,30761,11646,16803,13975,15377,4500,8009
20230109,23392,10992,14884,12590,14050,4048,7322
