Date,Open,High,Low,Close,Adj Close,Volume
1/5/2016,206.919998,210.690002,202.779999,209.839996,183.184021,1828530900
1/6/2016,209.119995,212.520004,198.649994,209.479996,182.86972,2612406900
1/7/2016,209.479996,217.539993,207.059998,217.119995,190.524887,1648453700
1/8/2016,217.190002,219.600006,214.25,217.380005,190.753067,1519703200
1/9/2016,217.369995,219.220001,212.309998,216.300003,189.805328,2292393000
1/10/2016,215.820007,216.699997,211.210007,212.550003,187.456848,1725687400
1/11/2016,212.929993,221.820007,208.380005,220.380005,194.362442,2073824400
1/12/2016,220.729996,228.339996,219.149994,223.529999,197.140564,1821910200
1/1/2017,225.039993,229.710007,223.880005,227.529999,201.851089,1482408500
1/2/2017,227.529999,237.309998,226.820007,236.470001,209.782135,1365136600
1/3/2017,238.389999,240.320007,231.610001,235.740005,209.134537,1921474100
1/4/2017,235.800003,239.529999,232.509995,238.080002,212.129272,1549613700
1/5/2017,238.679993,242.080002,235.429993,241.440002,215.123047,1492547000
1/6/2017,241.970001,245.009995,239.960007,241.800003,215.443771,1572753000
1/7/2017,242.880005,248,240.339996,246.770004,220.944305,1055908800
1/8/2017,247.460007,248.910004,241.830002,247.490005,221.588943,1557031500
1/9/2017,247.919998,251.320007,244.949997,251.229996,224.9375,1286405100
1/10/2017,251.490005,257.890015,251.289993,257.149994,231.380569,1320624600
1/11/2017,258.040009,266.049988,255.630005,265.01001,238.452942,1365620900
1/12/2017,264.76001,268.600006,260.76001,266.859985,240.117554,1715222900
1/1/2018,267.839996,286.630005,267.399994,281.899994,254.946823,1985506700
1/2/2018,281.070007,283.059998,252.919998,271.649994,245.676926,2923722000
1/3/2018,271.410004,280.410004,257.829987,263.149994,237.989655,2323561800
1/4/2018,262.549988,271.299988,254.669998,264.51001,240.177658,1998466500
1/5/2018,263.869995,274.25,259.049988,270.940002,246.016098,1606397200
1/6/2018,272.410004,279.480011,268.48999,271.279999,246.324875,1599001000
1/7/2018,269.51001,284.369995,269.23999,281.329987,256.597412,1266892500
1/8/2018,281.559998,291.73999,279.160004,290.309998,264.787994,1308443700
1/9/2018,289.839996,293.940002,286.709991,290.720001,265.161926,1228103300
1/10/2018,292.109985,293.209991,259.850006,270.630005,247.955505,3024345800
1/11/2018,271.600006,281.220001,263.070007,275.649994,252.554932,2021061200
1/12/2018,280.279999,280.399994,233.759995,249.919998,228.980698,3102780500
1/1/2019,245.979996,270.470001,243.669998,269.929993,248.758362,2048691700
1/2/2019,270.149994,281.309998,267.829987,278.679993,256.822083,1371716300
1/3/2019,280.440002,285.179993,272.420013,282.480011,260.324066,1678081300
1/4/2019,284.700012,294.450012,284.399994,294.019989,272.152435,1209204700
1/5/2019,294.720001,294.950012,275.23999,275.269989,254.796921,1845593200
1/6/2019,275.309998,296.309998,273.089996,293,271.208252,1340435600
1/7/2019,296.679993,302.230011,294.329987,297.429993,276.647797,1110102300
1/8/2019,297.600006,300.869995,281.720001,292.450012,272.015808,2034004800
1/9/2019,290.570007,302.630005,289.269989,296.769989,276.033966,1303830000
1/10/2019,297.73999,304.549988,284.820007,303.329987,283.438416,1386748300
1/11/2019,304.920013,315.480011,304.73999,314.309998,293.698517,1037123500
1/12/2019,314.589996,323.799988,307.130005,321.859985,300.753235,1285175800
1/1/2020,323.540009,332.950012,320.359985,321.730011,302.109924,1392003800
1/2/2020,323.350006,339.079987,285.540009,296.26001,278.193146,2110214900
1/3/2020,298.209991,313.839996,218.259995,257.75,242.031662,5926017600
1/4/2020,247.979996,294.880005,243.899994,290.480011,274.369568,2819312300
1/5/2020,285.309998,306.839996,272.98999,304.320007,287.442017,1910460500
1/6/2020,303.619995,323.410004,296.73999,308.359985,291.257874,2358674500
1/7/2020,309.570007,327.230011,309.070007,326.519989,309.767883,1505145300
1/8/2020,328.320007,351.299988,327.730011,349.309998,331.388702,1045563300
1/9/2020,350.209991,358.75,319.799988,334.890015,317.708527,1814712700
1/10/2020,337.690002,354.019989,322.600006,326.540009,311.027008,1629016100
1/11/2020,330.200012,364.380005,327.23999,362.059998,344.859497,1535244300
1/12/2020,365.570007,378.459991,362.029999,373.880005,356.117981,1344541500
1/1/2021,375.309998,385.850006,364.820007,370.070007,353.991486,1402265400
1/2/2021,373.720001,394.170013,370.380005,380.359985,363.834412,1307806200
1/3/2021,385.589996,398.119995,371.880005,396.329987,379.110596,2401715800
1/4/2021,398.399994,420.720001,398.179993,417.299988,400.476837,1462106600
1/5/2021,419.429993,422.820007,404,420.040009,403.106476,1547235900
1/6/2021,422.570007,428.779999,414.700012,428.059998,410.803162,1282152400
1/7/2021,428.869995,441.799988,421.970001,438.51001,422.208618,1422104700
1/8/2021,440.339996,453.070007,436.100006,451.559998,434.773468,1254001400
1/9/2021,452.559998,454.049988,428.779999,429.140015,413.186951,1745559600
1/10/2021,430.980011,459.559998,426.359985,459.25,443.594208,1508665200
1/11/2021,460.299988,473.540009,455.299988,455.559998,440.029999,1335351500
1/12/2021,461.640015,479,448.920013,474.959991,458.768646,1927433900
1/1/2022,476.299988,479.980011,420.76001,449.910004,436.099365,2485167800
1/2/2022,450.679993,458.119995,410.640015,436.630005,423.227051,2297975100
1/3/2022,435.040009,462.070007,415.119995,451.640015,437.776245,2380929500
1/4/2022,453.309998,457.829987,411.209991,412,400.593719,1856757400
1/5/2022,412.070007,429.660004,380.540009,412.929993,401.497955,2418478100
1/6/2022,415.170013,417.440002,362.170013,377.25,366.805756,1958611900
1/7/2022,376.559998,413.029999,371.040009,411.98999,402.314392,1437748400
1/8/2022,409.149994,431.730011,395.040009,395.179993,385.89917,1443394400
1/9/2022,392.890015,411.730011,357.040009,357.179993,348.791595,1998908600
1/10/2022,361.079987,389.519989,348.109985,386.209991,378.689026,2024732000
1/11/2022,390.140015,407.679993,368.790009,407.679993,399.740967,1745985300
1/12/2022,408.769989,410.48999,374.769989,382.429993,374.982697,1735973600
1/1/2023,384.369995,408.160004,377.829987,406.480011,400.394592,1575450100
1/2/2023,405.209991,418.309998,393.640015,396.26001,390.327576,1603094700
1/3/2023,395.410004,409.700012,380.649994,409.390015,403.260986,2515995800
1/4/2023,408.850006,415.940002,403.779999,415.929993,411.266693,1395683000
1/5/2023,415.470001,422.579987,403.73999,417.850006,413.165192,1780705600
1/6/2023,418.089996,444.299988,416.790009,443.279999,438.310059,1749755000
1/7/2023,442.920013,459.440002,437.059998,457.790009,454.338837,1374632400
1/8/2023,456.269989,457.25,433.01001,450.350006,446.954926,1754764700
1/9/2023,453.170013,453.670013,422.290009,427.480011,424.257324,1588673200
1/10/2023,426.619995,438.140015,409.209991,418.200012,416.511292,1999149700
1/11/2023,419.200012,458.320007,418.649994,456.399994,454.557037,1499960600
1/12/2023,455.769989,477.549988,454.309998,475.309998,473.390686,1643108100
1/1/2024,472.160004,489.119995,466.429993,487.410004,487.410004,1454643200
26/1/2024,487.589996,489.119995,486.5401,487.410004,487.410004,62137954
